date,provider,fuel_type,price_min,price_avg,station_count
2026-05-07,Neste,diesel,1.937,1.937,70.0
2026-05-07,Neste,diesel_plus,2.067,2.067,70.0
2026-05-07,Virši,petrol_95,1.827,1.827,1.0
2026-05-07,Virši,petrol_98,1.897,1.897,1.0
2026-05-07,Virši,diesel,1.967,1.967,1.0
2026-05-07,VIADA,petrol_95,1.747,1.747,11.0
2026-05-07,VIADA,petrol_98,1.852,1.852,11.0
2026-05-07,VIADA,diesel,1.947,1.947,11.0
2026-05-07,VIADA,cng,0.985,0.985,11.0
2026-05-08,Circle K,petrol_95,1.814,1.814,85.0
2026-05-08,Circle K,petrol_98,1.884,1.884,85.0
2026-05-08,Circle K,diesel,1.954,1.954,85.0
2026-05-08,Circle K,diesel_plus,2.084,2.084,85.0
2026-05-08,Neste,petrol_95,1.797,1.797,70.0
2026-05-08,Neste,petrol_98,1.867,1.867,70.0
2026-05-08,Neste,diesel,1.937,1.937,70.0
2026-05-08,Neste,diesel_plus,2.067,2.067,70.0
2026-05-08,Virši,petrol_95,1.827,1.827,1.0
2026-05-08,Virši,petrol_98,1.897,1.897,1.0
2026-05-08,Virši,diesel,1.967,1.967,1.0
2026-05-08,VIADA,petrol_95,1.747,1.747,11.0
2026-05-08,VIADA,petrol_98,1.852,1.852,11.0
2026-05-08,VIADA,diesel,1.947,1.947,11.0
2026-05-08,VIADA,cng,0.945,0.945,11.0
2026-05-09,Circle K,petrol_95,1.814,1.814,85.0
2026-05-09,Circle K,petrol_98,1.884,1.884,85.0
2026-05-09,Circle K,diesel,1.954,1.954,85.0
2026-05-09,Circle K,diesel_plus,2.084,2.084,85.0
2026-05-09,Neste,petrol_95,1.797,1.797,70.0
2026-05-09,Neste,petrol_98,1.867,1.867,70.0
2026-05-09,Neste,diesel,1.937,1.937,70.0
2026-05-09,Neste,diesel_plus,2.067,2.067,70.0
2026-05-09,Virši,petrol_95,1.827,1.827,1.0
2026-05-09,Virši,petrol_98,1.897,1.897,1.0
2026-05-09,Virši,diesel,1.967,1.967,1.0
2026-05-09,VIADA,petrol_95,1.747,1.747,11.0
2026-05-09,VIADA,petrol_98,1.852,1.852,11.0
2026-05-09,VIADA,diesel,1.947,1.947,11.0
2026-05-09,VIADA,cng,0.945,0.945,11.0
2026-05-10,Circle K,petrol_95,1.814,1.814,85.0
2026-05-10,Circle K,petrol_98,1.884,1.884,85.0
2026-05-10,Circle K,diesel,1.954,1.954,85.0
2026-05-10,Circle K,diesel_plus,2.084,2.084,85.0
2026-05-10,Neste,petrol_95,1.797,1.797,70.0
2026-05-10,Neste,petrol_98,1.867,1.867,70.0
2026-05-10,Neste,diesel,1.937,1.937,70.0
2026-05-10,Neste,diesel_plus,2.067,2.067,70.0
2026-05-10,Virši,petrol_95,1.827,1.827,1.0
2026-05-10,Virši,petrol_98,1.897,1.897,1.0
2026-05-10,Virši,diesel,1.967,1.967,1.0
2026-05-10,VIADA,petrol_95,1.747,1.747,11.0
2026-05-10,VIADA,petrol_98,1.852,1.852,11.0
2026-05-10,VIADA,diesel,1.937,1.937,11.0
2026-05-10,VIADA,cng,0.945,0.945,11.0
2026-05-11,Circle K,petrol_95,1.814,1.814,85.0
2026-05-11,Circle K,petrol_98,1.884,1.884,85.0
2026-05-11,Circle K,diesel,1.954,1.954,85.0
2026-05-11,Circle K,diesel_plus,2.084,2.084,85.0
2026-05-11,Neste,petrol_95,1.847,1.847,70.0
2026-05-11,Neste,petrol_98,1.917,1.917,70.0
2026-05-11,Neste,diesel,1.937,1.937,70.0
2026-05-11,Neste,diesel_plus,2.067,2.067,70.0
2026-05-11,Virši,petrol_95,1.827,1.827,1.0
2026-05-11,Virši,petrol_98,1.897,1.897,1.0
2026-05-11,Virši,diesel,1.967,1.967,1.0
2026-05-11,VIADA,petrol_95,1.747,1.747,11.0
2026-05-11,VIADA,petrol_98,1.852,1.852,11.0
2026-05-11,VIADA,diesel,1.937,1.937,11.0
2026-05-11,VIADA,cng,0.945,0.945,11.0
2026-05-12,Circle K,petrol_95,1.854,1.854,85.0
2026-05-12,Circle K,petrol_98,1.924,1.924,85.0
2026-05-12,Circle K,diesel,1.944,1.944,85.0
2026-05-12,Circle K,diesel_plus,2.074,2.074,85.0
2026-05-12,Neste,petrol_95,1.837,1.837,70.0
2026-05-12,Neste,petrol_98,1.907,1.907,70.0
2026-05-12,Neste,diesel,1.927,1.927,70.0
2026-05-12,Neste,diesel_plus,2.057,2.057,70.0
2026-05-12,Virši,petrol_95,1.827,1.827,1.0
2026-05-12,Virši,petrol_98,1.897,1.897,1.0
2026-05-12,Virši,diesel,1.967,1.967,1.0
2026-05-12,VIADA,petrol_95,1.767,1.767,11.0
2026-05-12,VIADA,petrol_98,1.872,1.872,11.0
2026-05-12,VIADA,diesel,1.937,1.937,11.0
2026-05-12,VIADA,cng,0.945,0.945,11.0
2026-05-13,Circle K,petrol_95,1.814,1.814,85.0
2026-05-13,Circle K,petrol_98,1.884,1.884,85.0
2026-05-13,Circle K,diesel,1.914,1.914,85.0
2026-05-13,Circle K,diesel_plus,2.044,2.044,85.0
2026-05-13,Neste,petrol_95,1.807,1.807,70.0
2026-05-13,Neste,petrol_98,1.877,1.877,70.0
2026-05-13,Neste,diesel,1.927,1.927,70.0
2026-05-13,Neste,diesel_plus,2.057,2.057,70.0
2026-05-13,Virši,petrol_95,1.877,1.877,1.0
2026-05-13,Virši,petrol_98,1.967,1.967,1.0
2026-05-13,Virši,diesel,1.967,1.967,1.0
2026-05-13,VIADA,petrol_95,1.767,1.767,11.0
2026-05-13,VIADA,petrol_98,1.872,1.872,11.0
2026-05-13,VIADA,diesel,1.937,1.937,11.0
2026-05-13,VIADA,cng,0.945,0.945,11.0
2026-05-14,Circle K,petrol_95,1.794,1.794,85.0
2026-05-14,Circle K,petrol_98,1.864,1.864,85.0
2026-05-14,Circle K,diesel,1.814,1.814,85.0
2026-05-14,Circle K,diesel_plus,1.944,1.944,85.0
2026-05-14,Neste,petrol_95,1.777,1.777,70.0
2026-05-14,Neste,petrol_98,1.847,1.847,70.0
2026-05-14,Neste,diesel,1.797,1.797,70.0
2026-05-14,Neste,diesel_plus,1.897,1.897,70.0
2026-05-14,Virši,petrol_95,1.777,1.777,1.0
2026-05-14,Virši,petrol_98,1.847,1.847,1.0
2026-05-14,Virši,diesel,1.797,1.797,1.0
2026-05-14,VIADA,petrol_95,1.767,1.767,11.0
2026-05-14,VIADA,petrol_98,1.872,1.872,11.0
2026-05-14,VIADA,diesel,1.807,1.807,11.0
2026-05-14,VIADA,cng,0.945,0.945,11.0
2026-05-15,Circle K,petrol_95,1.834,1.834,85.0
2026-05-15,Circle K,petrol_98,1.904,1.904,85.0
2026-05-15,Circle K,diesel,1.884,1.884,85.0
2026-05-15,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-15,Neste,petrol_95,1.817,1.817,70.0
2026-05-15,Neste,petrol_98,1.887,1.887,70.0
2026-05-15,Neste,diesel,1.867,1.867,70.0
2026-05-15,Neste,diesel_plus,1.997,1.997,70.0
2026-05-15,Virši,petrol_95,1.897,1.897,1.0
2026-05-15,Virši,petrol_98,1.967,1.967,1.0
2026-05-15,Virši,diesel,1.897,1.897,1.0
2026-05-15,VIADA,petrol_95,1.767,1.767,11.0
2026-05-15,VIADA,petrol_98,1.872,1.872,11.0
2026-05-15,VIADA,diesel,1.894,1.894,11.0
2026-05-15,VIADA,cng,0.945,0.945,11.0
2026-05-16,Circle K,petrol_95,1.834,1.834,85.0
2026-05-16,Circle K,petrol_98,1.904,1.904,85.0
2026-05-16,Circle K,diesel,1.884,1.884,85.0
2026-05-16,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-16,Neste,petrol_95,1.817,1.817,70.0
2026-05-16,Neste,petrol_98,1.887,1.887,70.0
2026-05-16,Neste,diesel,1.867,1.867,70.0
2026-05-16,Neste,diesel_plus,1.997,1.997,70.0
2026-05-16,Virši,petrol_95,1.897,1.897,1.0
2026-05-16,Virši,petrol_98,1.967,1.967,1.0
2026-05-16,Virši,diesel,1.897,1.897,1.0
2026-05-16,VIADA,petrol_95,1.767,1.767,11.0
2026-05-16,VIADA,petrol_98,1.872,1.872,11.0
2026-05-16,VIADA,diesel,1.874,1.874,11.0
2026-05-16,VIADA,cng,0.945,0.945,11.0
2026-05-17,Circle K,petrol_95,1.834,1.834,85.0
2026-05-17,Circle K,petrol_98,1.904,1.904,85.0
2026-05-17,Circle K,diesel,1.884,1.884,85.0
2026-05-17,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-17,Neste,petrol_95,1.817,1.817,70.0
2026-05-17,Neste,petrol_98,1.887,1.887,70.0
2026-05-17,Neste,diesel,1.867,1.867,70.0
2026-05-17,Neste,diesel_plus,1.997,1.997,70.0
2026-05-17,Virši,petrol_95,1.897,1.897,1.0
2026-05-17,Virši,petrol_98,1.967,1.967,1.0
2026-05-17,Virši,diesel,1.897,1.897,1.0
2026-05-17,VIADA,petrol_95,1.767,1.767,11.0
2026-05-17,VIADA,petrol_98,1.872,1.872,11.0
2026-05-17,VIADA,diesel,1.874,1.874,11.0
2026-05-17,VIADA,cng,0.945,0.945,11.0
2026-05-18,Circle K,petrol_95,1.864,1.864,85.0
2026-05-18,Circle K,petrol_98,1.934,1.934,85.0
2026-05-18,Circle K,diesel,1.904,1.904,85.0
2026-05-18,Circle K,diesel_plus,2.034,2.034,85.0
2026-05-18,Neste,petrol_95,1.847,1.847,70.0
2026-05-18,Neste,petrol_98,1.917,1.917,70.0
2026-05-18,Neste,diesel,1.887,1.887,70.0
2026-05-18,Neste,diesel_plus,2.017,2.017,70.0
2026-05-18,Virši,petrol_95,1.897,1.897,1.0
2026-05-18,Virši,petrol_98,1.967,1.967,1.0
2026-05-18,Virši,diesel,1.897,1.897,1.0
2026-05-18,VIADA,petrol_95,1.767,1.767,11.0
2026-05-18,VIADA,petrol_98,1.872,1.872,11.0
2026-05-18,VIADA,diesel,1.874,1.874,11.0
2026-05-18,VIADA,cng,0.945,0.945,11.0
2026-05-19,Circle K,petrol_95,1.754,1.754,85.0
2026-05-19,Circle K,petrol_98,1.624,1.624,85.0
2026-05-19,Circle K,diesel,1.814,1.814,85.0
2026-05-19,Circle K,diesel_plus,1.944,1.944,85.0
2026-05-19,Neste,petrol_95,1.737,1.737,70.0
2026-05-19,Neste,petrol_98,1.797,1.797,70.0
2026-05-19,Neste,diesel,1.797,1.797,70.0
2026-05-19,Neste,diesel_plus,1.897,1.897,70.0
2026-05-19,Virši,petrol_95,1.754,1.754,84.0
2026-05-19,Virši,petrol_98,1.824,1.824,84.0
2026-05-19,Virši,diesel,1.814,1.814,84.0
2026-05-19,VIADA,petrol_95,1.767,1.767,11.0
2026-05-19,VIADA,petrol_98,1.872,1.872,11.0
2026-05-19,VIADA,diesel,1.894,1.894,11.0
2026-05-19,VIADA,cng,0.945,0.945,11.0
2026-05-20,Circle K,petrol_95,1.884,1.884,85.0
2026-05-20,Circle K,petrol_98,1.954,1.954,85.0
2026-05-20,Circle K,diesel,1.914,1.914,85.0
2026-05-20,Circle K,diesel_plus,2.044,2.044,85.0
2026-05-20,Neste,petrol_95,1.837,1.837,70.0
2026-05-20,Neste,petrol_98,1.907,1.907,70.0
2026-05-20,Neste,diesel,1.867,1.867,70.0
2026-05-20,Neste,diesel_plus,1.997,1.997,70.0
2026-05-20,Virši,petrol_95,1.867,1.867,1.0
2026-05-20,Virši,petrol_98,1.947,1.947,1.0
2026-05-20,Virši,diesel,1.897,1.897,1.0
2026-05-20,VIADA,petrol_95,1.767,1.767,11.0
2026-05-20,VIADA,petrol_98,1.872,1.872,11.0
2026-05-20,VIADA,diesel,1.894,1.894,11.0
2026-05-20,VIADA,cng,0.945,0.945,11.0
2026-05-21,Neste,petrol_95,1.857,1.857,70.0
2026-05-21,Neste,petrol_98,1.927,1.927,70.0
2026-05-21,Neste,diesel,1.867,1.867,70.0
2026-05-21,Neste,diesel_plus,1.997,1.997,70.0
2026-05-21,Virši,petrol_95,1.867,1.867,1.0
2026-05-21,Virši,petrol_98,1.947,1.947,1.0
2026-05-21,Virši,diesel,1.897,1.897,1.0
2026-05-21,VIADA,petrol_95,1.777,1.777,11.0
2026-05-21,VIADA,petrol_98,1.882,1.882,11.0
2026-05-21,VIADA,diesel,1.894,1.894,11.0
2026-05-21,VIADA,cng,0.935,0.935,11.0
2026-05-22,Circle K,petrol_95,1.864,1.864,85.0
2026-05-22,Circle K,petrol_98,1.934,1.934,85.0
2026-05-22,Circle K,diesel,1.884,1.884,85.0
2026-05-22,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-22,Neste,petrol_95,1.857,1.857,70.0
2026-05-22,Neste,petrol_98,1.927,1.927,70.0
2026-05-22,Neste,diesel,1.867,1.867,70.0
2026-05-22,Neste,diesel_plus,1.997,1.997,70.0
2026-05-22,Virši,petrol_95,1.867,1.867,1.0
2026-05-22,Virši,petrol_98,1.947,1.947,1.0
2026-05-22,Virši,diesel,1.897,1.897,1.0
2026-05-22,VIADA,petrol_95,1.777,1.777,11.0
2026-05-22,VIADA,petrol_98,1.882,1.882,11.0
2026-05-22,VIADA,diesel,1.874,1.874,11.0
2026-05-22,VIADA,cng,0.935,0.935,11.0
2026-05-23,Circle K,petrol_95,1.864,1.864,85.0
2026-05-23,Circle K,petrol_98,1.934,1.934,85.0
2026-05-23,Circle K,diesel,1.884,1.884,85.0
2026-05-23,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-23,Neste,petrol_95,1.847,1.847,70.0
2026-05-23,Neste,petrol_98,1.917,1.917,70.0
2026-05-23,Neste,diesel,1.867,1.867,70.0
2026-05-23,Neste,diesel_plus,1.997,1.997,70.0
2026-05-23,Virši,petrol_95,1.897,1.897,1.0
2026-05-23,Virši,petrol_98,1.967,1.967,1.0
2026-05-23,Virši,diesel,1.897,1.897,1.0
2026-05-23,VIADA,petrol_95,1.777,1.777,11.0
2026-05-23,VIADA,petrol_98,1.882,1.882,11.0
2026-05-23,VIADA,diesel,1.874,1.874,11.0
2026-05-23,VIADA,cng,0.935,0.935,11.0
2026-05-24,Circle K,petrol_95,1.864,1.864,85.0
2026-05-24,Circle K,petrol_98,1.934,1.934,85.0
2026-05-24,Circle K,diesel,1.884,1.884,85.0
2026-05-24,Circle K,diesel_plus,2.014,2.014,85.0
2026-05-24,Neste,petrol_95,1.847,1.847,70.0
2026-05-24,Neste,petrol_98,1.917,1.917,70.0
2026-05-24,Neste,diesel,1.867,1.867,70.0
2026-05-24,Neste,diesel_plus,1.997,1.997,70.0
2026-05-24,Virši,petrol_95,1.897,1.897,1.0
2026-05-24,Virši,petrol_98,1.967,1.967,1.0
2026-05-24,Virši,diesel,1.897,1.897,1.0
2026-05-24,VIADA,petrol_95,1.777,1.777,11.0
2026-05-24,VIADA,petrol_98,1.882,1.882,11.0
2026-05-24,VIADA,diesel,1.874,1.874,11.0
2026-05-24,VIADA,cng,0.935,0.935,11.0
2026-05-25,Circle K,petrol_95,1.857,1.857,85.0
2026-05-25,Circle K,petrol_98,1.927,1.927,85.0
2026-05-25,Circle K,diesel,1.867,1.867,85.0
2026-05-25,Circle K,diesel_plus,2.004,2.004,85.0
2026-05-25,Neste,petrol_95,1.847,1.847,70.0
2026-05-25,Neste,petrol_98,1.917,1.917,70.0
2026-05-25,Neste,diesel,1.867,1.867,70.0
2026-05-25,Neste,diesel_plus,1.997,1.997,70.0
2026-05-25,Virši,petrol_95,1.897,1.897,1.0
2026-05-25,Virši,petrol_98,1.967,1.967,1.0
2026-05-25,Virši,diesel,1.897,1.897,1.0
2026-05-25,VIADA,petrol_95,1.777,1.777,11.0
2026-05-25,VIADA,petrol_98,1.882,1.882,11.0
2026-05-25,VIADA,diesel,1.874,1.874,11.0
2026-05-25,VIADA,cng,0.935,0.935,11.0
2026-05-26,Circle K,petrol_95,1.847,1.847,85.0
2026-05-26,Circle K,petrol_98,1.917,1.917,85.0
2026-05-26,Circle K,diesel,1.867,1.867,85.0
2026-05-26,Circle K,diesel_plus,2.004,2.004,85.0
2026-05-26,Neste,petrol_95,1.837,1.837,70.0
2026-05-26,Neste,petrol_98,1.907,1.907,70.0
2026-05-26,Neste,diesel,1.857,1.857,70.0
2026-05-26,Neste,diesel_plus,1.987,1.987,70.0
2026-05-26,Virši,petrol_95,1.897,1.897,1.0
2026-05-26,Virši,petrol_98,1.967,1.967,1.0
2026-05-26,Virši,diesel,1.897,1.897,1.0
2026-05-26,VIADA,petrol_95,1.777,1.777,11.0
2026-05-26,VIADA,petrol_98,1.882,1.882,11.0
2026-05-26,VIADA,diesel,1.864,1.864,11.0
2026-05-26,VIADA,cng,0.935,0.935,11.0
2026-05-27,Circle K,petrol_95,1.837,1.837,85.0
2026-05-27,Circle K,petrol_98,1.907,1.907,85.0
2026-05-27,Circle K,diesel,1.857,1.857,85.0
2026-05-27,Circle K,diesel_plus,1.994,1.994,85.0
2026-05-27,Neste,petrol_95,1.837,1.837,70.0
2026-05-27,Neste,petrol_98,1.907,1.907,70.0
2026-05-27,Neste,diesel,1.847,1.847,70.0
2026-05-27,Neste,diesel_plus,1.977,1.977,70.0
2026-05-27,Virši,petrol_95,1.897,1.897,1.0
2026-05-27,Virši,petrol_98,1.967,1.967,1.0
2026-05-27,Virši,diesel,1.897,1.897,1.0
2026-05-27,VIADA,petrol_95,1.777,1.777,11.0
2026-05-27,VIADA,petrol_98,1.882,1.882,11.0
2026-05-27,VIADA,diesel,1.854,1.854,11.0
2026-05-27,VIADA,cng,0.935,0.935,11.0
2026-05-28,Circle K,petrol_95,1.837,1.837,85.0
2026-05-28,Circle K,petrol_98,1.907,1.907,85.0
2026-05-28,Circle K,diesel,1.847,1.847,85.0
2026-05-28,Circle K,diesel_plus,1.984,1.984,85.0
2026-05-28,Neste,petrol_95,1.837,1.837,70.0
2026-05-28,Neste,petrol_98,1.907,1.907,70.0
2026-05-28,Neste,diesel,1.847,1.847,70.0
2026-05-28,Neste,diesel_plus,1.977,1.977,70.0
2026-05-28,Virši,petrol_95,1.897,1.897,1.0
2026-05-28,Virši,petrol_98,1.967,1.967,1.0
2026-05-28,Virši,diesel,1.897,1.897,1.0
2026-05-28,VIADA,petrol_95,1.777,1.777,11.0
2026-05-28,VIADA,petrol_98,1.882,1.882,11.0
2026-05-28,VIADA,diesel,1.854,1.854,11.0
2026-05-28,VIADA,cng,0.935,0.935,11.0
2026-05-29,Circle K,petrol_95,1.834,1.834,85.0
2026-05-29,Circle K,petrol_98,1.904,1.904,85.0
2026-05-29,Circle K,diesel,1.754,1.754,85.0
2026-05-29,Circle K,diesel_plus,1.904,1.904,85.0
2026-05-29,Neste,petrol_95,1.817,1.817,70.0
2026-05-29,Neste,petrol_98,1.887,1.887,70.0
2026-05-29,Neste,diesel,1.737,1.737,70.0
2026-05-29,Neste,diesel_plus,1.847,1.847,70.0
2026-05-29,Virši,petrol_95,1.897,1.897,1.0
2026-05-29,Virši,petrol_98,1.967,1.967,1.0
2026-05-29,Virši,diesel,1.897,1.897,1.0
2026-05-29,VIADA,petrol_95,1.777,1.777,11.0
2026-05-29,VIADA,petrol_98,1.882,1.882,11.0
2026-05-29,VIADA,diesel,1.854,1.854,11.0
2026-05-29,VIADA,cng,0.935,0.935,11.0
2026-05-30,Circle K,petrol_95,1.894,1.894,85.0
2026-05-30,Circle K,petrol_98,1.964,1.964,85.0
2026-05-30,Circle K,diesel,1.854,1.854,85.0
2026-05-30,Circle K,diesel_plus,1.984,1.984,85.0
2026-05-30,Neste,petrol_95,1.837,1.837,70.0
2026-05-30,Neste,petrol_98,1.907,1.907,70.0
2026-05-30,Neste,diesel,1.797,1.797,70.0
2026-05-30,Neste,diesel_plus,1.927,1.927,70.0
2026-05-30,Virši,petrol_95,1.834,1.834,84.0
2026-05-30,Virši,petrol_98,1.904,1.904,84.0
2026-05-30,Virši,diesel,1.754,1.754,84.0
2026-05-30,VIADA,petrol_95,1.777,1.777,11.0
2026-05-30,VIADA,petrol_98,1.882,1.882,11.0
2026-05-30,VIADA,diesel,1.804,1.804,11.0
2026-05-30,VIADA,cng,0.935,0.935,11.0
2026-05-31,Circle K,petrol_95,1.894,1.894,85.0
2026-05-31,Circle K,petrol_98,1.964,1.964,85.0
2026-05-31,Circle K,diesel,1.854,1.854,85.0
2026-05-31,Circle K,diesel_plus,1.984,1.984,85.0
2026-05-31,Neste,petrol_95,1.837,1.837,70.0
2026-05-31,Neste,petrol_98,1.907,1.907,70.0
2026-05-31,Neste,diesel,1.797,1.797,70.0
2026-05-31,Neste,diesel_plus,1.927,1.927,70.0
2026-05-31,Virši,petrol_95,1.834,1.834,84.0
2026-05-31,Virši,petrol_98,1.904,1.904,84.0
2026-05-31,Virši,diesel,1.754,1.754,84.0
2026-05-31,VIADA,petrol_95,1.777,1.777,11.0
2026-05-31,VIADA,petrol_98,1.882,1.882,11.0
2026-05-31,VIADA,diesel,1.804,1.804,11.0
2026-05-31,VIADA,cng,0.935,0.935,11.0
2026-06-01,Circle K,petrol_95,1.894,1.894,85.0
2026-06-01,Circle K,petrol_98,1.964,1.964,85.0
2026-06-01,Circle K,diesel,1.854,1.854,85.0
2026-06-01,Circle K,diesel_plus,1.984,1.984,85.0
2026-06-01,Neste,petrol_95,1.837,1.837,70.0
2026-06-01,Neste,petrol_98,1.907,1.907,70.0
2026-06-01,Neste,diesel,1.767,1.767,70.0
2026-06-01,Neste,diesel_plus,1.897,1.897,70.0
2026-06-01,Virši,petrol_95,1.894,1.894,84.0
2026-06-01,Virši,petrol_98,1.964,1.964,84.0
2026-06-01,Virši,diesel,1.854,1.854,84.0
2026-06-01,VIADA,petrol_95,1.777,1.777,11.0
2026-06-01,VIADA,petrol_98,1.882,1.882,11.0
2026-06-01,VIADA,diesel,1.804,1.804,11.0
2026-06-01,VIADA,cng,0.935,0.935,11.0
2026-06-02,Circle K,petrol_95,1.837,1.837,85.0
2026-06-02,Circle K,petrol_98,1.907,1.907,85.0
2026-06-02,Circle K,diesel,1.784,1.784,85.0
2026-06-02,Circle K,diesel_plus,1.914,1.914,85.0
2026-06-02,Neste,petrol_95,1.837,1.837,70.0
2026-06-02,Neste,petrol_98,1.907,1.907,70.0
2026-06-02,Neste,diesel,1.767,1.767,70.0
2026-06-02,Neste,diesel_plus,1.897,1.897,70.0
2026-06-02,Virši,petrol_95,1.894,1.894,84.0
2026-06-02,Virši,petrol_98,1.964,1.964,84.0
2026-06-02,Virši,diesel,1.854,1.854,84.0
2026-06-02,VIADA,petrol_95,1.777,1.777,11.0
2026-06-02,VIADA,petrol_98,1.882,1.882,11.0
2026-06-02,VIADA,diesel,1.774,1.774,11.0
2026-06-02,VIADA,cng,0.935,0.935,11.0
2026-06-03,Circle K,petrol_95,1.827,1.827,85.0
2026-06-03,Circle K,petrol_98,1.897,1.897,85.0
2026-06-03,Circle K,diesel,1.757,1.757,85.0
2026-06-03,Circle K,diesel_plus,1.904,1.904,85.0
2026-06-03,Neste,petrol_95,1.827,1.827,70.0
2026-06-03,Neste,petrol_98,1.897,1.897,70.0
2026-06-03,Neste,diesel,1.757,1.757,70.0
2026-06-03,Neste,diesel_plus,1.887,1.887,70.0
2026-06-03,VIADA,petrol_95,1.777,1.777,11.0
2026-06-03,VIADA,petrol_98,1.882,1.882,11.0
2026-06-03,VIADA,diesel,1.774,1.774,11.0
2026-06-03,VIADA,cng,0.935,0.935,11.0
2026-06-04,Circle K,petrol_95,1.827,1.827,85.0
2026-06-04,Circle K,petrol_98,1.897,1.897,85.0
2026-06-04,Circle K,diesel,1.757,1.757,85.0
2026-06-04,Circle K,diesel_plus,1.904,1.904,85.0
2026-06-04,Neste,petrol_95,1.817,1.817,70.0
2026-06-04,Neste,petrol_98,1.887,1.887,70.0
2026-06-04,Neste,diesel,1.737,1.737,70.0
2026-06-04,Neste,diesel_plus,1.867,1.867,70.0
2026-06-04,Virši,petrol_95,1.877,1.877,1.0
2026-06-04,Virši,petrol_98,1.947,1.947,1.0
2026-06-04,Virši,diesel,1.797,1.797,1.0
2026-06-04,VIADA,petrol_95,1.757,1.757,11.0
2026-06-04,VIADA,petrol_98,1.862,1.862,11.0
2026-06-04,VIADA,diesel,1.764,1.764,11.0
2026-06-04,VIADA,cng,0.935,0.935,11.0
2026-06-05,Circle K,petrol_95,1.817,1.817,85.0
2026-06-05,Circle K,petrol_98,1.887,1.887,85.0
2026-06-05,Circle K,diesel,1.754,1.754,85.0
2026-06-05,Circle K,diesel_plus,1.884,1.884,85.0
2026-06-05,Neste,petrol_95,1.817,1.817,70.0
2026-06-05,Neste,petrol_98,1.887,1.887,70.0
2026-06-05,Neste,diesel,1.737,1.737,70.0
2026-06-05,Neste,diesel_plus,1.867,1.867,70.0
2026-06-05,Virši,petrol_95,1.877,1.877,1.0
2026-06-05,Virši,petrol_98,1.947,1.947,1.0
2026-06-05,Virši,diesel,1.797,1.797,1.0
2026-06-05,VIADA,petrol_95,1.757,1.757,11.0
2026-06-05,VIADA,petrol_98,1.862,1.862,11.0
2026-06-05,VIADA,diesel,1.744,1.744,11.0
2026-06-05,VIADA,cng,0.895,0.895,11.0
2026-06-06,Circle K,petrol_95,1.817,1.817,85.0
2026-06-06,Circle K,petrol_98,1.887,1.887,85.0
2026-06-06,Circle K,diesel,1.754,1.754,85.0
2026-06-06,Circle K,diesel_plus,1.884,1.884,85.0
2026-06-06,Neste,petrol_95,1.817,1.817,70.0
2026-06-06,Neste,petrol_98,1.887,1.887,70.0
2026-06-06,Neste,diesel,1.737,1.737,70.0
2026-06-06,Neste,diesel_plus,1.867,1.867,70.0
2026-06-06,Virši,petrol_95,1.877,1.877,1.0
2026-06-06,Virši,petrol_98,1.947,1.947,1.0
2026-06-06,Virši,diesel,1.797,1.797,1.0
2026-06-06,VIADA,petrol_95,1.757,1.757,11.0
2026-06-06,VIADA,petrol_98,1.862,1.862,11.0
2026-06-06,VIADA,diesel,1.744,1.744,11.0
2026-06-06,VIADA,cng,0.895,0.895,11.0
2026-06-07,Circle K,petrol_95,1.817,1.817,85.0
2026-06-07,Circle K,petrol_98,1.887,1.887,85.0
2026-06-07,Circle K,diesel,1.754,1.754,85.0
2026-06-07,Circle K,diesel_plus,1.884,1.884,85.0
2026-06-07,Neste,petrol_95,1.817,1.817,70.0
2026-06-07,Neste,petrol_98,1.887,1.887,70.0
2026-06-07,Neste,diesel,1.737,1.737,70.0
2026-06-07,Neste,diesel_plus,1.867,1.867,70.0
2026-06-07,Virši,petrol_95,1.877,1.877,1.0
2026-06-07,Virši,petrol_98,1.947,1.947,1.0
2026-06-07,Virši,diesel,1.797,1.797,1.0
2026-06-07,VIADA,petrol_95,1.757,1.757,11.0
2026-06-07,VIADA,petrol_98,1.862,1.862,11.0
2026-06-07,VIADA,diesel,1.744,1.744,11.0
2026-06-07,VIADA,cng,0.895,0.895,11.0
2026-06-08,Circle K,petrol_95,1.817,1.817,85.0
2026-06-08,Circle K,petrol_98,1.887,1.887,85.0
2026-06-08,Circle K,diesel,1.754,1.754,85.0
2026-06-08,Circle K,diesel_plus,1.884,1.884,85.0
2026-06-08,Neste,petrol_95,1.807,1.807,70.0
2026-06-08,Neste,petrol_98,1.877,1.877,70.0
2026-06-08,Neste,diesel,1.737,1.737,70.0
2026-06-08,Neste,diesel_plus,1.867,1.867,70.0
2026-06-08,Virši,petrol_95,1.877,1.877,1.0
2026-06-08,Virši,petrol_98,1.947,1.947,1.0
2026-06-08,Virši,diesel,1.797,1.797,1.0
2026-06-08,VIADA,petrol_95,1.757,1.757,11.0
2026-06-08,VIADA,petrol_98,1.862,1.862,11.0
2026-06-08,VIADA,diesel,1.744,1.744,11.0
2026-06-08,VIADA,cng,0.895,0.895,11.0
2026-06-09,Circle K,petrol_95,1.807,1.807,85.0
